survived,pclass,sex,age,sibsp,parch,fare,class,adult_male,alone,who_child,who_man,who_woman,embarked_C,embarked_Q,embarked_S,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,deck_access_Full Access,deck_access_Limited Access,deck_access_No Access,class_description_First Class - Luxury,class_description_Second Class - Standard,class_description_Third Class - Economy,family_size,age_group_Child,age_group_Teenager,age_group_Adult,age_group_old
1,1,0,1.1119253163989073,0,0,-0.1573379156875703,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,True,False,False,False
0,3,0,0.7464997134900944,1,1,-0.36910112222576197,Third,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,3,True,False,False,False
0,3,0,0.45415923116304396,0,0,-0.5148287036879988,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
1,2,1,0.16181874883599354,0,0,-0.41701134994933475,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
0,2,0,-0.7882878187269203,0,0,-0.41701134994933475,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
1,3,1,-0.7882878187269203,1,0,-0.5156259298773191,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,2,False,False,False,False
1,2,0,-1.957649748035122,1,1,-0.16787816578675632,Second,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,3,False,False,False,False
1,1,1,1.0388401958171447,0,0,-0.1349005978400667,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
1,1,1,2.0620318839618212,0,0,2.1417934235841116,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
0,3,0,0.8926699546536195,0,1,-0.5050856797781331,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,2,True,False,False,False
0,2,1,-0.4228622158181073,0,0,-0.41701134994933475,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,0,-0.1305217334910569,0,0,-0.48408566876233666,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,0.30798898999951874,0,0,-0.5416584312131996,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,1.1484678766897887,0,0,-0.5276839759907879,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,True,False,False,False
1,3,0,-0.861372939308683,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,1,-2.0307348686168845,0,1,-0.4656402310887612,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,2,False,False,False,False
0,3,0,0.16181874883599354,1,0,-0.3623936903444618,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,2,True,False,False,False
1,3,0,-0.2766919746545821,0,0,-0.30609917276926374,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,False,False,False,False
1,3,1,-1.0075431804722081,0,0,-0.5176228281688375,Third,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False
1,1,0,0.7464997134900944,0,0,-0.07205771033961077,First,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
0,3,0,-0.4228622158181073,0,0,-0.5310376919314379,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,2,1,0.3810741105812813,0,0,-0.26369862123390186,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
0,3,0,-0.5690324569816325,0,0,-0.5272048737135522,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.012521477578764014,1,0,-0.5176228281688375,Third,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,2,False,False,False,False
1,1,1,0.08873362825423092,1,0,1.5046678840431693,First,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,2,True,False,False,False
1,3,1,-0.2036068540728195,0,0,-0.5142691122281875,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,2,0,0.8926699546536195,1,0,-0.14871407469732723,Second,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,2,True,False,False,False
1,1,1,0.16181874883599354,0,0,0.7959165540554858,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
0,2,0,0.01564850767246832,0,0,-0.46492157767290754,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
1,3,0,-1.0075431804722081,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,2,0,-0.2036068540728195,0,0,-0.41701134994933475,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,0,1.550436039889483,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,-0.012521477578764014,0,0,-0.5148287036879988,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,1,0,0.6003294723265692,1,0,1.0586236639367068,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,2,True,False,False,False
0,3,0,-0.5690324569816325,0,0,-0.486960282425751,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,2,0,-0.7882878187269203,0,0,-0.46492157767290754,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,0,-0.6786601378542764,0,0,-0.5272048737135522,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,2,0,-0.861372939308683,0,0,-0.41701134994933475,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,1,-0.012521477578764014,3,1,-0.1780983755647489,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5,False,False,False,False
1,1,1,0.3810741105812813,1,0,0.9335779695781817,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,2,True,False,False,False
0,3,0,-0.057436612909294284,0,0,-0.5171437258916018,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,2,0,2.135117004543584,0,0,-0.4074293044046202,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
1,3,1,-1.8114795068715968,4,2,-0.06463162504245701,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,7,False,False,False,False
0,2,0,-0.4228622158181073,0,0,-0.46492157767290754,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,1,-0.012521477578764014,0,0,-0.5214556463867234,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,2,0,1.0388401958171447,1,0,-0.16787816578675632,Second,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,2,True,False,False,False
1,2,1,-1.592224145126309,0,2,-0.16308714301439906,Second,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,3,False,False,False,False
0,2,0,-0.7882878187269203,0,0,-0.46492157767290754,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,2,0,0.23490386941775612,0,0,-0.43090531598917087,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
0,3,1,-0.012521477578764014,1,0,-0.38914292868708694,Third,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,2,False,False,False,False
0,2,0,-0.057436612909294284,0,0,-0.46492157767290754,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,0,-0.5690324569816325,0,0,-0.5296003850997307,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,0.01564850767246832,0,0,-0.5276839759907879,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,True,False,False,False
0,1,0,1.0388401958171447,2,0,1.0586236639367068,First,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,3,True,False,False,False
0,3,1,-0.3497770952363447,0,0,-0.5171437258916018,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,2,1,-0.4228622158181073,0,2,-0.3882652133151911,Second,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,3,False,False,False,False
1,1,0,0.5272443517448065,1,1,0.34100894182016217,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,3,True,False,False,False
0,2,0,1.769691401634771,1,0,-0.16787816578675632,Second,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,2,True,False,False,False
0,3,0,-0.012521477578764014,0,0,-0.5272048737135522,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,1,-0.057436612909294284,1,1,-0.4656402310887612,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False
0,1,0,2.3543723662888714,0,0,-0.1573379156875703,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,True,False,False,False
0,3,0,0.01564850767246832,1,0,-0.3576026675721045,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,2,True,False,False,False
0,3,1,0.819584834071857,0,2,-0.2787903429668273,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,3,True,False,False,False
1,3,1,-0.057436612909294284,0,2,-0.3739726341806949,Third,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,3,False,False,False,False
1,1,1,-0.012521477578764014,0,0,0.8516514801708724,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,False,False,False,False
1,1,1,0.01564850767246832,0,0,0.9915493451237049,First,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,1,True,False,False,False
1,1,1,0.3810741105812813,0,0,9.152178922462431,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
1,2,1,1.4773509193077203,0,1,-0.16787816578675632,Second,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,2,True,False,False,False
1,3,0,-1.957649748035122,4,2,-0.06463162504245701,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,7,False,False,False,False
0,1,0,1.6235211604712456,1,1,0.8602753211611156,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,3,True,False,False,False
0,1,0,0.7464997134900944,0,0,-0.6661445341119132,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,True,False,False,False
0,3,1,-0.012521477578764014,0,0,-0.5176228281688375,Third,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False
0,2,0,0.45415923116304396,0,0,-0.46492157767290754,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
0,3,0,-1.0075431804722081,4,1,0.09443033099980462,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,6,False,False,False,False
1,3,0,-0.3497770952363447,1,0,-0.5171437258916018,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,2,False,False,False,False
1,1,1,2.0620318839618212,0,1,2.274824794699602,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,2,True,False,False,False
1,1,1,0.3810741105812813,0,0,1.933144381847952,First,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,1,True,False,False,False
0,1,0,-0.012521477578764014,0,0,-0.07205771033961077,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,False,False,False,False
1,3,0,-0.3497770952363447,0,0,-0.6661445341119132,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,2,1,0.819584834071857,0,1,-0.2924447578680455,Second,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,2,True,False,False,False
0,1,0,0.5272443517448065,0,1,-0.09697102875586863,First,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,2,True,False,False,False
1,1,1,2.427457486870634,1,0,0.8278554282651281,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,2,True,False,False,False
0,3,1,1.1119253163989073,0,0,-0.5176228281688375,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,2,0,-0.012521477578764014,0,0,-0.6661445341119132,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,0,-1.6653092657080715,4,1,-0.10799038113229036,Third,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,6,False,False,False,False
1,3,1,0.3810741105812813,1,1,-0.2780716895509737,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,3,True,False,False,False
0,3,0,2.5736277280341593,0,0,-0.5176228281688375,Third,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1,True,False,False,False
0,3,0,-0.1305217334910569,0,0,-0.5156259298773191,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-1.0075431804722081,0,0,-0.48408566876233666,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,3,0,-0.7882878187269203,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,1,0,-0.012521477578764014,0,0,-0.16787816578675632,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,False,False,False,False
0,3,0,0.23490386941775612,0,0,-0.5001355950497335,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,True,False,False,False
1,3,0,0.01564850767246832,0,0,-0.48408566876233666,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,-0.5690324569816325,0,0,-0.5148287036879988,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,2,0,0.8926699546536195,0,0,-0.41701134994933475,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
1,3,1,-0.5690324569816325,0,0,-0.5176228281688375,Third,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False
1,1,1,-0.2766919746545821,0,0,0.844944048289572,First,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,1,False,False,False,False
1,1,1,-0.7882878187269203,1,0,1.0793055510404186,First,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,2,False,False,False,False
0,2,0,0.45415923116304396,0,0,-0.4194068613355134,Second,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,1,True,False,False,False
0,3,1,-0.4228622158181073,0,0,-0.49654232797046555,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.4228622158181073,0,0,-0.5148287036879988,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.4594047761089886,0,0,-0.5276034868082123,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,False,False,False,False
0,1,1,-2.0307348686168845,1,2,2.2381734704910685,First,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,4,False,False,False,False
1,1,0,-0.012521477578764014,0,0,-0.08163975588432533,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,False,False,False,False
1,1,1,1.4773509193077203,0,1,4.077366623616452,First,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,2,True,False,False,False
1,3,0,-0.012521477578764014,2,0,-0.22057941628268637,Third,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,3,False,False,False,False
0,3,0,-0.7882878187269203,0,0,-0.6661445341119132,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,2,1,-0.012521477578764014,0,0,-0.42946800915746364,Second,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,1,False,False,False,False
1,1,0,-2.109666798845188,1,2,2.2381734704910685,First,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,4,False,False,False,False
1,1,1,-0.012521477578764014,0,0,1.4588331273845818,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,False,False,False,False
1,1,1,-0.9344580598904455,1,0,1.420824985526917,First,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,2,False,False,False,False
0,2,0,0.01564850767246832,1,0,-0.20620634796561454,Second,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,2,True,False,False,False
1,1,1,0.01564850767246832,0,0,0.42485184033641454,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
1,1,1,-0.4228622158181073,0,0,0.9275087019301596,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,False,False,False,False
1,1,1,-0.861372939308683,2,2,4.362033865477049,First,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,5,False,False,False,False
0,2,1,-0.2766919746545821,1,1,-0.16787816578675632,Second,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,3,False,False,False,False
0,2,0,0.9657550752353822,1,1,-0.16308714301439906,Second,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,3,True,False,False,False
1,3,1,-0.2766919746545821,0,0,-0.5156259298773191,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,2,1,-0.4228622158181073,1,0,-0.16787816578675632,Second,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,2,False,False,False,False
0,2,0,1.769691401634771,0,0,-0.39784725885990563,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
1,1,1,0.08873362825423092,0,2,2.493375922301669,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,3,True,False,False,False
1,1,1,0.7464997134900944,1,1,1.911425717416302,First,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,3,True,False,False,False
0,3,0,-0.2036068540728195,0,0,-0.5148287036879988,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,2,1,0.01564850767246832,0,0,-0.42946800915746364,Second,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,1,True,False,False,False
1,2,1,-0.5690324569816325,1,1,-0.11038589251846899,Second,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,3,False,False,False,False
1,1,1,0.45415923116304396,0,0,1.933144381847952,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
0,3,0,2.281287245707109,0,0,-0.5466085159415991,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
1,2,1,0.45415923116304396,0,0,-0.41701134994933475,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
1,3,1,0.08873362825423092,1,1,-0.2728015645013807,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,3,True,False,False,False
1,1,1,-1.0075431804722081,0,1,0.44497413598031504,First,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,2,False,False,False,False
1,3,1,-0.012521477578764014,2,0,-0.22057941628268637,Third,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,3,False,False,False,False
0,1,0,1.1484678766897887,0,0,-0.11996793806318355,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,True,False,False,False
0,1,0,0.6003294723265692,0,1,2.274824794699602,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,2,True,False,False,False
0,3,0,-1.0075431804722081,2,0,-0.3211908945021892,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False
1,1,1,-0.012521477578764014,1,0,1.8951362399902876,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,2,False,False,False,False
0,1,0,-0.057436612909294284,1,0,0.6101839324440654,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,2,False,False,False,False
1,1,1,0.819584834071857,0,0,1.911425717416302,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
1,3,0,1.1119253163989073,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,1,0,1.1119253163989073,0,0,0.014180699562820224,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,True,False,False,False
1,2,0,-2.0307348686168845,1,1,-0.16787816578675632,Second,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,3,False,False,False,False
1,1,1,-0.4228622158181073,3,2,4.374011422407943,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,6,False,False,False,False
0,2,0,-0.1305217334910569,0,0,-0.41701134994933475,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,2,0,0.45415923116304396,0,0,-0.41701134994933475,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
1,2,1,-0.4228622158181073,0,0,-0.41701134994933475,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
1,2,1,0.7464997134900944,0,0,-0.41701134994933475,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
1,3,1,-0.012521477578764014,1,0,-0.3576026675721045,Third,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,2,False,False,False,False
1,3,0,-1.957649748035122,1,1,-0.36143548578999035,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False
0,3,0,0.8926699546536195,0,0,-0.5001355950497335,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,-0.49594733639986993,0,0,-0.4893557938119296,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,1,0,-0.012521477578764014,0,0,0.0045986540181056695,First,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1,False,False,False,False
0,3,0,-1.0806283010539708,1,1,-0.5276034868082123,Third,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,3,False,False,False,False
0,3,0,-0.3497770952363447,1,0,-0.325023712720075,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,2,False,False,False,False
1,1,1,-0.5690324569816325,0,1,0.3878804758066879,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,2,False,False,False,False
0,2,1,0.6003294723265692,0,0,-0.41701134994933475,Second,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1,True,False,False,False
0,3,0,0.7464997134900944,1,4,-0.13146639271684105,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,6,True,False,False,False
0,2,0,-0.057436612909294284,1,0,-0.1349005978400667,Second,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,2,False,False,False,False
0,3,1,1.1119253163989073,0,1,-0.38914292868708694,Third,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,2,True,False,False,False
0,3,0,0.3810741105812813,0,0,-0.5310376919314379,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
0,3,0,0.01564850767246832,0,0,-0.5272048737135522,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
1,1,1,2.2082021251253465,1,0,0.7759533203676273,First,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,2,True,False,False,False
1,3,1,-0.012521477578764014,0,0,-0.5276034868082123,Third,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,1,False,False,False,False
1,1,1,-0.4228622158181073,0,0,0.6619269783855241,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,False,False,False,False
1,1,0,-0.3497770952363447,1,0,0.39634525484088867,First,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,2,False,False,False,False
0,3,0,-0.861372939308683,1,0,-0.5416584312131996,Third,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,2,False,False,False,False
0,3,0,-0.7882878187269203,0,0,-0.5118736008420088,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,1,0,-0.5690324569816325,0,0,1.933144381847952,First,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,1,False,False,False,False
0,3,1,-1.957649748035122,3,1,-0.2622613144021947,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,5,False,False,False,False
1,1,1,-0.012521477578764014,1,0,0.9085841619793483,First,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,2,False,False,False,False
1,3,1,-0.5690324569816325,0,0,-0.5272048737135522,Third,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
0,1,0,-0.2036068540728195,0,2,3.3870607313023435,First,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,3,False,False,False,False
0,3,0,-0.7152026981451577,0,0,-0.5892486186155789,Third,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,1,False,False,False,False
0,3,0,-0.7882878187269203,0,0,-0.5171437258916018,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
1,1,1,0.8926699546536195,0,0,3.6941652910104454,First,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1,True,False,False,False
1,3,1,-2.103819989198647,0,2,-0.36446916140944696,Third,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,3,False,False,False,False
0,3,0,0.16181874883599354,0,0,-0.5142691122281875,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,True,False,False,False
1,1,1,0.3810741105812813,1,0,0.33038820253840057,First,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,2,True,False,False,False
0,2,0,-0.861372939308683,0,0,0.7424161609611264,Second,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1,False,False,False,False
0,3,0,-2.103819989198647,5,2,0.23265133798231205,Third,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,8,False,False,False,False
0,3,0,-0.012521477578764014,0,0,-0.5180214412634977,Third,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False
1,2,1,-0.9344580598904455,0,0,-0.4361754410387639,Second,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,1,False,False,False,False
1,1,0,0.45415923116304396,1,2,1.63354639661958,First,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,4,True,False,False,False
1,3,0,-0.6421175775633952,0,0,-0.5167451127969417,Third,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False
